0,4.643273446956266e-15
1,0.11187243966267482
2,0.08711341410457928
3,0.4030258003271469
4,0.43031848326094213
5,0.2334432254988727
6,0.27856499239734256
7,0.5526357476307139
8,0.6484071278706217
9,0.6236471871739104
10,0.5600543339592147
11,0.5258625575287661
12,0.8147989285331677
13,0.869127988763122
14,0.8732110084000834
15,0.8801205406631718
16,0.7586384810203842
17,0.7505492923292819
18,0.832931324539627
19,1.0663715524340054
20,1.145524661667722
21,1.1655275713441786
22,1.0223531120798512
23,1.3790300550779495
24,1.3883842995002003
25,1.256003632237503
26,1.268117186838094
27,1.3596572913489184
28,1.4203272789152972
29,1.4921014580485312
30,1.4861130455344318
31,1.6751520177111703
32,1.7714127877696295
33,1.667856984992725
34,1.6901769372153963
35,1.7635077907144772
36,1.6583990311885008
37,1.8450114523575545
38,1.8046761936632665
39,1.7986143322851433
40,1.8087366280827464
41,1.9350524967475724
42,1.959036983718847
43,1.9097753756783364
44,1.9043102815819808
45,1.9717291327120299
46,2.0459553932673322
47,2.080332780988493
48,1.9501787896965606
49,2.078570077471866
50,2.038974404824441
51,2.0858476814223685
52,2.2061715877417667
53,2.0320178865061194
54,2.1701347283198884
55,2.2572171779723926
56,2.253580039625763
57,2.285276757601254
58,2.3049628492099368
59,2.3379904962876177
60,2.2974017512293248
61,2.404915101489414
62,2.4158096606577764
63,2.386341908632413
64,2.377130647017141
65,2.3870404848104543
66,2.3704257076179873
67,2.2369167372168386
68,2.333167270446926
69,2.3417404032024165
70,2.343714601340084
71,2.2371992994688936
72,2.32438029238725
73,2.2800245786826454
74,2.2195482440630947
75,2.232090507382186
76,2.1202430941167787
77,2.127930343643462
78,2.0303573959310515
79,1.8759425342361344
80,1.8546337648045872
81,1.8861782185804108
82,1.7628030355704707
83,1.5489485908019303
84,1.508023162166193
85,1.305034653310004
86,1.2019140696899493
87,1.1206834693772296
88,1.070295078665918
89,0.9942304414299153
90,0.8594067781184238
91,0.7966812178328887
92,0.5701733819526721
93,0.7292172016570501
94,0.6171602281629156
95,0.4955297950012612
96,0.3884337565035566
97,0.3649225725712587
98,0.1612334883008217
99,0.02677036254715088
100,-0.08223054368250915
101,-0.23303181448722318
102,-0.2166631433284089
103,-0.37131302221095647
104,-0.45078131750298095
105,-0.5896781734763958
106,-0.5842281095957538
107,-0.7447045853846452
108,-0.6926938948418128
109,-0.7760716808013408
110,-0.9189024713435319
111,-0.9701675682508238
112,-1.2100265743980108
113,-1.1176744243472925
114,-1.2314909129128553
115,-1.2307610659883892
116,-1.5694529911212887
117,-1.7168805793581676
118,-1.6365811177898362
119,-1.6839476067536583
120,-1.6808041980736494
121,-1.8682785971889562
122,-1.7329632951041645
123,-1.8434697152641848
124,-1.988096477459147
125,-2.039697846838454
126,-2.0634433790946427
127,-2.1042901127793097
128,-2.200846407048117
129,-2.174968426291035
130,-2.219154225558719
131,-2.300067551585959
132,-2.2990298097395128
133,-2.4166933399637616
134,-2.4418788610131377
135,-2.5022162994658346
136,-2.5637179010344893
137,-2.64649551347447
138,-2.5466131276014283
139,-2.375565054576556
140,-2.574862455495739
141,-2.5479821930519866
142,-2.583193423768976
143,-2.7105423229755203
144,-2.619407046908855
145,-2.599667856201678
146,-2.763457523398505
147,-2.7774736874498562
148,-2.7273079229642683
149,-2.8024805440794687
150,-2.669804222986795
151,-2.818195486212981
152,-2.8624442835730504
153,-2.727375628670162
154,-2.6189888156958254
155,-2.566186172852587
156,-2.7412146872243874
157,-2.741364647053706
158,-2.714441135697598
159,-2.7370825368527765
160,-2.5362036367550385
161,-2.486363003016355
162,-2.425650023077821
163,-2.562452568961569
164,-2.472375891600764
165,-2.5700697571666913
166,-2.6632538828399728
167,-2.6164610817363276
168,-2.5790797443554636
169,-2.604328605290698
170,-2.6193072802472583
171,-2.694690635785469
172,-2.51013746684115
173,-2.5135156592742165
174,-2.467408298444758
175,-2.392598486050882
176,-2.4248947479334433
177,-2.401897728743205
178,-2.6139624956006253
179,-2.4983960614309773
180,-2.505773970114435
181,-2.42573428679013
182,-2.318143294815423
183,-2.2068628915716455
184,-2.421759211381015
185,-2.3821581409947923
186,-2.2857886051463305
187,-2.2618632045330838
188,-2.294628534367316
189,-2.2471221586258685
190,-2.2708422696721575
191,-2.0929105562312107
192,-2.088360576148743
193,-2.0877988312704847
194,-2.1333087371221118
195,-2.0218679190163855
196,-2.0622127885769785
197,-2.0652417484368883
198,-2.0307346312392642
199,-1.9643288921173803
200,-2.041593464022253
201,-1.9624226549776227
202,-2.0074198462322435
203,-1.988003901647244
204,-1.940827369367019
205,-1.9185019165252313
206,-1.911348750659748
207,-1.8652592351876607
208,-1.9124779206395952
209,-1.823354267324795
210,-1.8134804996713045
211,-1.7329757853669927
212,-1.675673911615813
213,-1.682805154101479
214,-1.6948406546683306
215,-1.7005568973592633
216,-1.6596342553970218
217,-1.6647535789838999
218,-1.6270406644029813
219,-1.6129467868430665
220,-1.5728078443346478
221,-1.5284854681996711
222,-1.4793067531702622
223,-1.4801693179646065
224,-1.5030484036368228
225,-1.4633315147456452
226,-1.4439178755130768
227,-1.3560667704804412
228,-1.30119892730184
229,-1.4040133456952226
230,-1.4232221629939774
231,-1.3476050397632373
232,-1.3465596287698505
233,-1.3152077839239245
234,-1.271619696801518
235,-1.2623135447043285
236,-1.3410314108721157
237,-1.2644594389273764
238,-1.2238384556996014
239,-1.1876630250574642
240,-1.23173688038619
241,-1.1675148221876017
242,-1.151993898568529
243,-1.0683304229552357
244,-1.0416586153336054
245,-0.9967433629377835
246,-0.9857720595667204
247,-0.9420455600893807
248,-0.8593754526722136
249,-0.8956871253661739
250,-0.8480670212207334
251,-0.8659848782993557
252,-0.8453980995625201
253,-0.8146118073108561
254,-0.7980679537278964
255,-0.7446038897524943
256,-0.7249858850309955
257,-0.6989788956203218
258,-0.7003586317688314
259,-0.696059809156953
260,-0.595611184057485
261,-0.6072615862692432
262,-0.5757932784640757
263,-0.5315286997168793
264,-0.48597677446506926
265,-0.45931177167774523
266,-0.38510133707849686
267,-0.3900800358582164
268,-0.35162516151189915
269,-0.3131545820164926
270,-0.3178900932609833
271,-0.24275071026942255
272,-0.24722943978158277
273,-0.12662596512889557
274,-0.1923697905921352
275,-0.16018991052821377
276,-0.306688595845186
277,-0.280834366291504
278,-0.1245244842494472
279,-0.13226248295525397
280,-0.11703772818918758
281,-0.11790142548557858
282,-0.08159341543466703
283,-0.05189464365553388
284,-0.08932563515208254
285,-0.04358574552349039
286,-0.08159902421951336
287,-0.014052074897792397
288,0.005403670054224333
289,0.023301479246926323
290,0.031048250562695327
291,0.014753990978770053
292,0.05985923881272895
293,0.028089996510121517
294,2.2110825937886978e-16
